District,RentType,Area,Price,UnitPrice,HouseFloor,BuldFloor,ElevatorFlag,CommunityID,Geometry
HZ,Whole,120,6500,54,H,22,1,1461,"23 6m 16.3102s N, 113 15m 26.6968s E"
NS,Whole,39,1800,46,H,22,1,331,"22 47m 48.0202s N, 113 32m 28.4519s E"
NS,Whole,39,1800,46,H,22,1,331,"22 47m 48.0202s N, 113 32m 28.4519s E"
NS,Whole,40,1700,42,L,22,1,331,"22 47m 48.0202s N, 113 32m 28.4519s E"
NS,Whole,89,2600,29,L,18,1,131,"22 47m 35.5088s N, 113 31m 46.0103s E"
NS,Whole,85,1850,21,H,18,1,131,"22 47m 35.5088s N, 113 31m 46.0103s E"
HZ,Whole,92,6500,70,M,9,1,1464,"23 6m 16.5331s N, 113 18m 42.0331s E"
HZ,Whole,106,4800,45,7,25,1,1464,"23 6m 16.5331s N, 113 18m 42.0331s E"
HZ,Whole,104,5250,50,7,15,1,1464,"23 6m 16.5331s N, 113 18m 42.0331s E"
HZ,Whole,105,5420,51,7,9,1,1464,"23 6m 16.5331s N, 113 18m 42.0331s E"
BY,Whole,76,4200,55,L,15,1,905,"23 10m 22.5172s N, 113 15m 8.35451s E"
BY,Whole,70,3000,42,H,9,0,905,"23 10m 22.5172s N, 113 15m 8.35451s E"
BY,Whole,64,3500,54,M,9,1,905,"23 10m 22.5172s N, 113 15m 8.35451s E"
BY,Whole,80,4000,50,M,15,1,905,"23 10m 22.5172s N, 113 15m 8.35451s E"
TH,Whole,88,6500,73,H,16,1,992,"23 6m 59.0301s N, 113 22m 1.23571s E"
TH,Whole,77,5300,68,L,32,1,992,"23 6m 59.0301s N, 113 22m 1.23571s E"
TH,Whole,80,5600,70,H,18,1,992,"23 6m 59.0301s N, 113 22m 1.23571s E"
TH,Whole,79,5500,69,L,12,1,992,"23 6m 59.0301s N, 113 22m 1.23571s E"
TH,Whole,80,5200,65,M,15,1,992,"23 6m 59.0301s N, 113 22m 1.23571s E"
TH,Whole,78,5500,70,M,18,1,992,"23 6m 59.0301s N, 113 22m 1.23571s E"
BY,Whole,126,6100,48,H,18,1,34,"23 13m 36.288s N, 113 16m 50.3764s E"
BY,Whole,130,6500,50,H,13,1,34,"23 13m 36.288s N, 113 16m 50.3764s E"
BY,Whole,87,3500,40,L,18,1,34,"23 13m 36.288s N, 113 16m 50.3764s E"
BY,Shared,9,1390,154,16,18,1,34,"23 13m 36.288s N, 113 16m 50.3764s E"
BY,Shared,8,1390,173,18,18,1,34,"23 13m 36.288s N, 113 16m 50.3764s E"
BY,Shared,11,1590,144,9,18,1,34,"23 13m 36.288s N, 113 16m 50.3764s E"
BY,Whole,126,6500,51,M,18,1,34,"23 13m 36.288s N, 113 16m 50.3764s E"
BY,Whole,70,4000,57,H,13,1,34,"23 13m 36.288s N, 113 16m 50.3764s E"
BY,Whole,90,5150,57,L,13,1,34,"23 13m 36.288s N, 113 16m 50.3764s E"
BY,Whole,105,4800,45,L,18,1,34,"23 13m 36.288s N, 113 16m 50.3764s E"
TH,Whole,90,5800,64,L,29,1,7,"23 6m 41.0319s N, 113 23m 52.927s E"
TH,Whole,108,8000,74,H,44,1,7,"23 6m 41.0319s N, 113 23m 52.927s E"
TH,Whole,124,7800,62,M,44,1,7,"23 6m 41.0319s N, 113 23m 52.927s E"
TH,Whole,79,5000,63,M,44,1,7,"23 6m 41.0319s N, 113 23m 52.927s E"
TH,Whole,65,4600,70,L,29,1,7,"23 6m 41.0319s N, 113 23m 52.927s E"
TH,Whole,105,5800,55,10,38,1,7,"23 6m 41.0319s N, 113 23m 52.927s E"
TH,Whole,87,5600,64,L,45,1,7,"23 6m 41.0319s N, 113 23m 52.927s E"
TH,Whole,72,5000,69,L,44,1,7,"23 6m 41.0319s N, 113 23m 52.927s E"
TH,Whole,89,6300,70,H,29,1,7,"23 6m 41.0319s N, 113 23m 52.927s E"
TH,Whole,90,5800,64,L,29,1,7,"23 6m 41.0319s N, 113 23m 52.927s E"
TH,Whole,24,2500,104,L,33,1,7,"23 6m 41.0319s N, 113 23m 52.927s E"
HP,Whole,38,2500,65,M,6,0,1168,"23 6m 24.5747s N, 113 27m 55.7591s E"
HP,Whole,40,1800,45,M,5,0,1168,"23 6m 24.5747s N, 113 27m 55.7591s E"
HP,Whole,38,1300,34,M,6,0,1168,"23 6m 24.5747s N, 113 27m 55.7591s E"
HP,Whole,37,1700,45,L,6,0,1168,"23 6m 24.5747s N, 113 27m 55.7591s E"
HP,Whole,69,3300,47,L,33,1,327,"23 9m 41.6602s N, 113 29m 53.2133s E"
HP,Whole,47,2000,42,L,12,1,327,"23 9m 41.6602s N, 113 29m 53.2133s E"
HP,Whole,70,4000,57,L,28,1,327,"23 9m 41.6602s N, 113 29m 53.2133s E"
HP,Whole,48,2000,41,M,12,0,327,"23 9m 41.6602s N, 113 29m 53.2133s E"
HP,Whole,100,4500,45,H,33,1,327,"23 9m 41.6602s N, 113 29m 53.2133s E"
HP,Whole,38,2200,57,H,12,1,327,"23 9m 41.6602s N, 113 29m 53.2133s E"
HP,Whole,38,2300,60,H,12,1,327,"23 9m 41.6602s N, 113 29m 53.2133s E"
HP,Whole,100,4500,45,H,33,1,327,"23 9m 41.6602s N, 113 29m 53.2133s E"
LW,Whole,27,3800,140,L,17,1,702,"23 6m 19.9211s N, 113 13m 37.418s E"
LW,Whole,28,3500,125,M,17,1,702,"23 6m 19.9211s N, 113 13m 37.418s E"
LW,Whole,27,2200,81,M,17,1,702,"23 6m 19.9211s N, 113 13m 37.418s E"
LW,Whole,27,2600,96,M,17,1,702,"23 6m 19.9211s N, 113 13m 37.418s E"
LW,Whole,50,7500,150,H,17,1,702,"23 6m 19.9211s N, 113 13m 37.418s E"
PY,Whole,93,4500,48,L,24,1,1472,"23 2m 13.0552s N, 113 18m 34.7378s E"
PY,Whole,98,4500,45,L,24,1,1472,"23 2m 13.0552s N, 113 18m 34.7378s E"
PY,Whole,95,4800,50,L,19,1,1472,"23 2m 13.0552s N, 113 18m 34.7378s E"
HZ,Whole,32,2800,87,M,19,1,1473,"23 4m 15.485s N, 113 18m 31.0826s E"
HZ,Whole,115,5800,50,M,19,1,1473,"23 4m 15.485s N, 113 18m 31.0826s E"
HZ,Whole,106,4500,42,M,29,1,1473,"23 4m 15.485s N, 113 18m 31.0826s E"
HZ,Shared,8,1360,170,5,19,0,1473,"23 4m 15.485s N, 113 18m 31.0826s E"
HZ,Whole,34,2500,73,H,19,1,1473,"23 4m 15.485s N, 113 18m 31.0826s E"
ZC,Whole,80,2100,26,M,12,1,32,"23 7m 14.5053s N, 113 37m 31.8985s E"
ZC,Whole,83,400,4,M,18,1,32,"23 7m 14.5053s N, 113 37m 31.8985s E"
ZC,Whole,116,1980,17,M,19,1,32,"23 7m 14.5053s N, 113 37m 31.8985s E"
ZC,Whole,43,1300,30,H,19,1,32,"23 7m 14.5053s N, 113 37m 31.8985s E"
ZC,Whole,111,2000,18,M,19,1,32,"23 7m 14.5053s N, 113 37m 31.8985s E"
ZC,Whole,87,1800,20,L,19,1,32,"23 7m 14.5053s N, 113 37m 31.8985s E"
ZC,Whole,77,1800,23,L,19,1,32,"23 7m 14.5053s N, 113 37m 31.8985s E"
BY,Whole,93,4000,43,L,9,1,1475,"23 9m 55.9506s N, 113 16m 24.7954s E"
BY,Whole,94,4500,47,L,9,1,1475,"23 9m 55.9506s N, 113 16m 24.7954s E"
PY,Whole,119,4000,33,L,11,1,1182,"23 1m 38.0337s N, 113 20m 36.7141s E"
PY,Whole,85,3300,38,L,11,1,1182,"23 1m 38.0337s N, 113 20m 36.7141s E"
PY,Whole,128,4000,31,L,12,1,1182,"23 1m 38.0337s N, 113 20m 36.7141s E"
YX,Whole,54,6000,111,H,32,1,1251,"23 7m 43.196s N, 113 15m 39.0692s E"
YX,Whole,60,6200,103,H,32,1,1251,"23 7m 43.196s N, 113 15m 39.0692s E"
YX,Whole,58,4800,82,M,32,1,1251,"23 7m 43.196s N, 113 15m 39.0692s E"
YX,Whole,56,5200,92,H,32,1,1251,"23 7m 43.196s N, 113 15m 39.0692s E"
YX,Whole,55,6500,118,M,32,1,1251,"23 7m 43.196s N, 113 15m 39.0692s E"
PY,Whole,60,4500,75,H,18,1,504,"22 59m 49.4408s N, 113 19m 48.1253s E"
PY,Whole,60,4500,75,H,18,1,504,"22 59m 49.4408s N, 113 19m 48.1253s E"
PY,Whole,80,5200,65,M,32,1,504,"22 59m 49.4408s N, 113 19m 48.1253s E"
PY,Whole,76,5000,65,L,18,1,504,"22 59m 49.4408s N, 113 19m 48.1253s E"
LW,Whole,15,1335,89,H,2,0,1479,"23 4m 21.8433s N, 113 13m 51.0293s E"
LW,Whole,15,1335,89,L,2,0,1479,"23 4m 21.8433s N, 113 13m 51.0293s E"
LW,Whole,12,1670,139,L,2,0,1479,"23 4m 21.8433s N, 113 13m 51.0293s E"
LW,Whole,11,1610,146,L,2,0,1479,"23 4m 21.8433s N, 113 13m 51.0293s E"
LW,Whole,12,1670,139,L,2,0,1479,"23 4m 21.8433s N, 113 13m 51.0293s E"
LW,Whole,15,1335,89,L,2,0,1479,"23 4m 21.8433s N, 113 13m 51.0293s E"
LW,Whole,15,1335,89,L,2,0,1479,"23 4m 21.8433s N, 113 13m 51.0293s E"
LW,Whole,15,1335,89,L,2,0,1479,"23 4m 21.8433s N, 113 13m 51.0293s E"
LW,Whole,15,1335,89,L,2,0,1479,"23 4m 21.8433s N, 113 13m 51.0293s E"
LW,Whole,15,1335,89,L,2,0,1479,"23 4m 21.8433s N, 113 13m 51.0293s E"
LW,Whole,15,1545,103,L,2,0,1479,"23 4m 21.8433s N, 113 13m 51.0293s E"
BY,Whole,76,3500,46,L,32,1,193,"23 9m 4.40878s N, 113 13m 39.2012s E"
BY,Whole,123,5300,43,L,30,1,193,"23 9m 4.40878s N, 113 13m 39.2012s E"
BY,Whole,83,4000,48,H,30,1,193,"23 9m 4.40878s N, 113 13m 39.2012s E"
BY,Whole,113,4800,42,H,30,1,193,"23 9m 4.40878s N, 113 13m 39.2012s E"
BY,Whole,81,3800,46,M,30,1,193,"23 9m 4.40878s N, 113 13m 39.2012s E"
BY,Whole,81,4100,50,H,30,1,193,"23 9m 4.40878s N, 113 13m 39.2012s E"
BY,Whole,98,4700,47,29,30,1,193,"23 9m 4.40878s N, 113 13m 39.2012s E"
BY,Whole,108,5000,46,M,32,1,193,"23 9m 4.40878s N, 113 13m 39.2012s E"
BY,Whole,80,4000,50,H,30,1,193,"23 9m 4.40878s N, 113 13m 39.2012s E"
BY,Whole,86,4000,46,L,30,1,193,"23 9m 4.40878s N, 113 13m 39.2012s E"
BY,Whole,76,3200,42,H,16,1,193,"23 9m 4.40878s N, 113 13m 39.2012s E"
BY,Whole,83,4000,48,M,30,1,193,"23 9m 4.40878s N, 113 13m 39.2012s E"
BY,Whole,76,3500,46,H,32,1,193,"23 9m 4.40878s N, 113 13m 39.2012s E"
BY,Whole,83,4300,51,M,30,1,193,"23 9m 4.40878s N, 113 13m 39.2012s E"
BY,Whole,88,3500,39,H,30,1,193,"23 9m 4.40878s N, 113 13m 39.2012s E"
BY,Whole,81,3800,46,M,30,1,193,"23 9m 4.40878s N, 113 13m 39.2012s E"
BY,Whole,72,3500,48,H,16,1,193,"23 9m 4.40878s N, 113 13m 39.2012s E"
BY,Whole,91,4600,50,M,32,1,193,"23 9m 4.40878s N, 113 13m 39.2012s E"
BY,Whole,91,4000,43,L,31,1,193,"23 9m 4.40878s N, 113 13m 39.2012s E"
TH,Whole,35,2800,80,L,26,1,1197,"23 9m 37.4569s N, 113 19m 25.5455s E"
TH,Whole,85,1700,20,H,22,1,1197,"23 9m 37.4569s N, 113 19m 25.5455s E"
TH,Shared,16,2190,136,13,22,1,1197,"23 9m 37.4569s N, 113 19m 25.5455s E"
TH,Whole,72,3500,48,M,9,0,1197,"23 9m 37.4569s N, 113 19m 25.5455s E"
TH,Whole,85,5100,60,M,26,1,1197,"23 9m 37.4569s N, 113 19m 25.5455s E"
BY,Whole,100,5500,55,M,31,0,1482,"23 11m 32.6943s N, 113 14m 46.5642s E"
BY,Whole,100,5800,58,H,33,0,1482,"23 11m 32.6943s N, 113 14m 46.5642s E"
BY,Whole,86,5000,58,M,32,0,1482,"23 11m 32.6943s N, 113 14m 46.5642s E"
BY,Whole,103,6000,58,M,31,0,1482,"23 11m 32.6943s N, 113 14m 46.5642s E"
BY,Whole,126,5500,43,H,32,0,1482,"23 11m 32.6943s N, 113 14m 46.5642s E"
BY,Whole,100,6500,65,L,32,1,1482,"23 11m 32.6943s N, 113 14m 46.5642s E"
BY,Whole,100,6000,60,H,32,0,1482,"23 11m 32.6943s N, 113 14m 46.5642s E"
HP,Whole,92,2400,26,M,33,1,1178,"23 12m 49.9202s N, 113 33m 12.3131s E"
HP,Whole,99,2600,26,L,33,1,1178,"23 12m 49.9202s N, 113 33m 12.3131s E"
HP,Whole,75,2000,26,L,32,1,1178,"23 12m 49.9202s N, 113 33m 12.3131s E"
HP,Whole,97,2500,25,M,27,1,1178,"23 12m 49.9202s N, 113 33m 12.3131s E"
HP,Whole,97,2600,26,L,29,1,1178,"23 12m 49.9202s N, 113 33m 12.3131s E"
HZ,Whole,48,3500,72,L,26,1,46,"23 5m 19.1064s N, 113 18m 30.949s E"
HZ,Whole,105,6500,61,L,26,1,46,"23 5m 19.1064s N, 113 18m 30.949s E"
HZ,Whole,105,6500,61,L,26,1,46,"23 5m 19.1064s N, 113 18m 30.949s E"
HZ,Whole,49,4300,87,M,25,1,46,"23 5m 19.1064s N, 113 18m 30.949s E"
HZ,Whole,50,4200,84,L,26,1,46,"23 5m 19.1064s N, 113 18m 30.949s E"
HZ,Whole,46,3300,71,H,26,1,46,"23 5m 19.1064s N, 113 18m 30.949s E"
HZ,Whole,45,4000,88,H,26,1,46,"23 5m 19.1064s N, 113 18m 30.949s E"
TH,Whole,107,5000,46,L,9,0,1485,"23 9m 36.4251s N, 113 19m 32.5835s E"
TH,Whole,71,4200,59,H,9,0,1485,"23 9m 36.4251s N, 113 19m 32.5835s E"
BY,Whole,20,680,34,M,7,0,1486,"23 13m 18.7881s N, 113 13m 15.6734s E"
BY,Whole,50,1280,25,M,7,0,1486,"23 13m 18.7881s N, 113 13m 15.6734s E"
BY,Whole,28,780,27,M,7,0,1486,"23 13m 18.7881s N, 113 13m 15.6734s E"
BY,Whole,28,780,27,M,7,0,1486,"23 13m 18.7881s N, 113 13m 15.6734s E"
BY,Whole,28,780,27,M,7,0,1486,"23 13m 18.7881s N, 113 13m 15.6734s E"
BY,Whole,28,780,27,M,7,0,1486,"23 13m 18.7881s N, 113 13m 15.6734s E"
BY,Whole,28,780,27,M,7,0,1486,"23 13m 18.7881s N, 113 13m 15.6734s E"
BY,Whole,28,780,27,M,7,0,1486,"23 13m 18.7881s N, 113 13m 15.6734s E"
BY,Whole,35,1080,30,M,7,0,1486,"23 13m 18.7881s N, 113 13m 15.6734s E"
BY,Whole,50,1200,24,M,7,0,1486,"23 13m 18.7881s N, 113 13m 15.6734s E"
BY,Whole,28,700,25,M,7,0,1486,"23 13m 18.7881s N, 113 13m 15.6734s E"
BY,Whole,28,680,24,M,7,0,1486,"23 13m 18.7881s N, 113 13m 15.6734s E"
BY,Whole,28,680,24,M,7,0,1486,"23 13m 18.7881s N, 113 13m 15.6734s E"
BY,Whole,28,680,24,M,7,0,1486,"23 13m 18.7881s N, 113 13m 15.6734s E"
BY,Whole,28,680,24,M,7,0,1486,"23 13m 18.7881s N, 113 13m 15.6734s E"
BY,Whole,30,700,23,M,7,0,1486,"23 13m 18.7881s N, 113 13m 15.6734s E"
BY,Whole,35,1000,28,M,7,0,1486,"23 13m 18.7881s N, 113 13m 15.6734s E"
BY,Whole,20,600,30,M,7,0,1486,"23 13m 18.7881s N, 113 13m 15.6734s E"
BY,Whole,28,680,24,M,7,0,1486,"23 13m 18.7881s N, 113 13m 15.6734s E"
BY,Whole,28,680,24,M,7,0,1486,"23 13m 18.7881s N, 113 13m 15.6734s E"
BY,Whole,28,680,24,M,7,0,1486,"23 13m 18.7881s N, 113 13m 15.6734s E"
BY,Whole,28,680,24,L,7,0,1486,"23 13m 18.7881s N, 113 13m 15.6734s E"
BY,Whole,28,780,27,L,7,0,1486,"23 13m 18.7881s N, 113 13m 15.6734s E"
BY,Whole,28,780,27,L,7,0,1486,"23 13m 18.7881s N, 113 13m 15.6734s E"
YX,Whole,113,5600,49,L,26,1,311,"23 8m 43.8675s N, 113 17m 5.34167s E"
YX,Shared,13,1400,107,17,18,1,311,"23 8m 43.8675s N, 113 17m 5.34167s E"
YX,Whole,133,5500,41,H,18,1,311,"23 8m 43.8675s N, 113 17m 5.34167s E"
HZ,Whole,153,14000,91,L,19,1,760,"23 4m 25.277s N, 113 16m 6.49952s E"
HZ,Shared,12,1560,130,11,11,0,760,"23 4m 25.277s N, 113 16m 6.49952s E"
HZ,Shared,7,1290,184,3,11,0,760,"23 4m 25.277s N, 113 16m 6.49952s E"
HZ,Shared,7,1360,194,8,11,0,760,"23 4m 25.277s N, 113 16m 6.49952s E"
HZ,Whole,70,4500,64,M,19,1,760,"23 4m 25.277s N, 113 16m 6.49952s E"
HZ,Whole,146,6600,45,H,6,0,760,"23 4m 25.277s N, 113 16m 6.49952s E"
HZ,Whole,95,5200,54,M,11,1,760,"23 4m 25.277s N, 113 16m 6.49952s E"
HZ,Whole,113,5300,46,M,18,1,760,"23 4m 25.277s N, 113 16m 6.49952s E"
HZ,Whole,98,5200,53,M,11,1,760,"23 4m 25.277s N, 113 16m 6.49952s E"
HZ,Whole,103,5500,53,L,12,1,402,"23 5m 19.67s N, 113 18m 19.2927s E"
HZ,Whole,75,4800,64,L,13,1,402,"23 5m 19.67s N, 113 18m 19.2927s E"
HZ,Whole,89,6000,67,L,13,1,402,"23 5m 19.67s N, 113 18m 19.2927s E"
HZ,Whole,77,4800,62,L,18,1,402,"23 5m 19.67s N, 113 18m 19.2927s E"
HZ,Whole,56,3900,69,H,13,1,402,"23 5m 19.67s N, 113 18m 19.2927s E"
HZ,Whole,25,1800,72,H,8,0,1490,"23 5m 22.9903s N, 113 15m 29.3561s E"
HZ,Whole,120,4500,37,L,8,0,1491,"23 6m 41.9951s N, 113 16m 32.4864s E"
HZ,Whole,32,3300,103,H,32,1,540,"23 3m 57.6775s N, 113 17m 5.13799s E"
HZ,Shared,7,1460,208,11,32,1,540,"23 3m 57.6775s N, 113 17m 5.13799s E"
HZ,Whole,65,3800,58,H,32,1,540,"23 3m 57.6775s N, 113 17m 5.13799s E"
HZ,Whole,36,2750,76,M,32,1,540,"23 3m 57.6775s N, 113 17m 5.13799s E"
HZ,Whole,88,6200,70,H,32,1,540,"23 3m 57.6775s N, 113 17m 5.13799s E"
HZ,Whole,30,2600,86,H,32,1,540,"23 3m 57.6775s N, 113 17m 5.13799s E"
HZ,Whole,66,4300,65,M,32,1,540,"23 3m 57.6775s N, 113 17m 5.13799s E"
HZ,Whole,32,2600,81,H,32,1,540,"23 3m 57.6775s N, 113 17m 5.13799s E"
HZ,Whole,31,2700,87,L,32,1,540,"23 3m 57.6775s N, 113 17m 5.13799s E"
HZ,Whole,29,2500,86,M,32,1,540,"23 3m 57.6775s N, 113 17m 5.13799s E"
NS,Whole,93,1500,16,M,8,0,1493,"22 48m 18.9016s N, 113 32m 38.1141s E"
HZ,Whole,40,2200,55,H,9,0,1418,"23 4m 39.4718s N, 113 16m 17.7279s E"
HZ,Whole,75,3200,42,M,9,0,1418,"23 4m 39.4718s N, 113 16m 17.7279s E"
HZ,Whole,78,3500,44,M,9,0,1418,"23 4m 39.4718s N, 113 16m 17.7279s E"
HZ,Whole,38,2400,63,M,9,0,1418,"23 4m 39.4718s N, 113 16m 17.7279s E"
HZ,Whole,66,3300,50,M,7,0,1418,"23 4m 39.4718s N, 113 16m 17.7279s E"
HZ,Whole,40,2200,55,H,9,0,1418,"23 4m 39.4718s N, 113 16m 17.7279s E"
PY,Whole,10,1140,114,H,9,1,1495,"22 56m 11.5615s N, 113 23m 13.2867s E"
BY,Whole,98,3600,36,H,13,1,244,"23 12m 32.074s N, 113 15m 51.3941s E"
BY,Whole,83,3200,38,L,15,1,244,"23 12m 32.074s N, 113 15m 51.3941s E"
BY,Whole,105,3700,35,M,15,1,244,"23 12m 32.074s N, 113 15m 51.3941s E"
BY,Whole,120,2500,20,H,15,1,244,"23 12m 32.074s N, 113 15m 51.3941s E"
BY,Whole,52,2200,42,M,9,0,704,"23 10m 29.8924s N, 113 13m 56.6348s E"
BY,Whole,62,2300,37,H,9,0,704,"23 10m 29.8924s N, 113 13m 56.6348s E"
TH,Whole,85,4800,56,H,20,1,121,"23 7m 29.4406s N, 113 22m 46.4947s E"
TH,Whole,89,4800,53,H,12,1,121,"23 7m 29.4406s N, 113 22m 46.4947s E"
TH,Shared,9,1890,210,1,20,1,121,"23 7m 29.4406s N, 113 22m 46.4947s E"
TH,Shared,12,1350,112,3,13,1,121,"23 7m 29.4406s N, 113 22m 46.4947s E"
TH,Shared,8,1180,147,24,24,1,121,"23 7m 29.4406s N, 113 22m 46.4947s E"
TH,Shared,6,1180,196,20,20,1,121,"23 7m 29.4406s N, 113 22m 46.4947s E"
TH,Shared,6,1180,196,3,20,1,121,"23 7m 29.4406s N, 113 22m 46.4947s E"
TH,Shared,16,1780,111,7,13,1,121,"23 7m 29.4406s N, 113 22m 46.4947s E"
TH,Shared,8,1180,147,4,12,1,121,"23 7m 29.4406s N, 113 22m 46.4947s E"
TH,Shared,16,1900,118,11,12,1,121,"23 7m 29.4406s N, 113 22m 46.4947s E"
TH,Shared,8,1180,147,7,10,1,121,"23 7m 29.4406s N, 113 22m 46.4947s E"
TH,Whole,120,5500,45,8,12,1,121,"23 7m 29.4406s N, 113 22m 46.4947s E"
TH,Whole,104,5100,49,M,12,1,121,"23 7m 29.4406s N, 113 22m 46.4947s E"
TH,Whole,89,6800,76,M,11,1,121,"23 7m 29.4406s N, 113 22m 46.4947s E"
TH,Whole,75,4800,64,M,10,1,121,"23 7m 29.4406s N, 113 22m 46.4947s E"
TH,Shared,6,1050,175,9,13,1,121,"23 7m 29.4406s N, 113 22m 46.4947s E"
TH,Whole,103,4400,42,11,14,1,121,"23 7m 29.4406s N, 113 22m 46.4947s E"
TH,Whole,98,5200,53,L,12,1,121,"23 7m 29.4406s N, 113 22m 46.4947s E"
TH,Whole,104,5500,52,H,12,1,121,"23 7m 29.4406s N, 113 22m 46.4947s E"
TH,Whole,107,4500,42,11,19,1,121,"23 7m 29.4406s N, 113 22m 46.4947s E"
TH,Whole,106,6200,58,L,20,1,121,"23 7m 29.4406s N, 113 22m 46.4947s E"
TH,Whole,81,5100,62,H,13,1,121,"23 7m 29.4406s N, 113 22m 46.4947s E"
TH,Whole,163,7900,48,M,13,1,121,"23 7m 29.4406s N, 113 22m 46.4947s E"
TH,Whole,103,4600,44,11,12,1,121,"23 7m 29.4406s N, 113 22m 46.4947s E"
TH,Whole,89,6500,73,H,11,1,121,"23 7m 29.4406s N, 113 22m 46.4947s E"
TH,Whole,39,3500,89,M,22,1,28,"23 8m 9.23888s N, 113 21m 21.3971s E"
TH,Whole,59,5200,88,L,22,1,28,"23 8m 9.23888s N, 113 21m 21.3971s E"
TH,Whole,39,3800,97,M,23,1,28,"23 8m 9.23888s N, 113 21m 21.3971s E"
TH,Whole,44,4200,95,H,22,1,28,"23 8m 9.23888s N, 113 21m 21.3971s E"
TH,Whole,67,6500,97,L,22,1,28,"23 8m 9.23888s N, 113 21m 21.3971s E"
TH,Whole,34,2600,76,7,18,1,28,"23 8m 9.23888s N, 113 21m 21.3971s E"
TH,Whole,44,4500,102,H,22,1,28,"23 8m 9.23888s N, 113 21m 21.3971s E"
TH,Whole,34,4500,132,H,22,1,28,"23 8m 9.23888s N, 113 21m 21.3971s E"
ZC,Whole,65,2500,38,H,27,1,1319,"23 8m 23.2817s N, 113 35m 21.2732s E"
ZC,Whole,38,1400,36,M,27,1,1319,"23 8m 23.2817s N, 113 35m 21.2732s E"
ZC,Whole,110,2200,20,M,26,1,1319,"23 8m 23.2817s N, 113 35m 21.2732s E"
ZC,Whole,63,2000,31,H,27,1,1319,"23 8m 23.2817s N, 113 35m 21.2732s E"
ZC,Whole,63,2000,31,M,27,1,1319,"23 8m 23.2817s N, 113 35m 21.2732s E"
ZC,Whole,62,2300,37,M,27,1,1319,"23 8m 23.2817s N, 113 35m 21.2732s E"
HZ,Whole,41,3500,85,H,9,0,1425,"23 6m 16.3993s N, 113 18m 4.90809s E"
HZ,Whole,41,3300,80,M,9,0,1425,"23 6m 16.3993s N, 113 18m 4.90809s E"
LW,Whole,70,3200,45,H,32,1,1502,"23 5m 21.7562s N, 113 13m 8.999s E"
LW,Whole,47,2500,53,M,32,1,1502,"23 5m 21.7562s N, 113 13m 8.999s E"
LW,Whole,45,2600,57,H,32,1,1502,"23 5m 21.7562s N, 113 13m 8.999s E"
LW,Whole,86,3200,37,M,33,1,1502,"23 5m 21.7562s N, 113 13m 8.999s E"
LW,Whole,50,2600,52,L,33,1,1502,"23 5m 21.7562s N, 113 13m 8.999s E"
BY,Whole,102,5500,53,M,13,1,179,"23 13m 16.572s N, 113 17m 7.32214s E"
BY,Whole,110,5700,51,M,18,1,179,"23 13m 16.572s N, 113 17m 7.32214s E"
BY,Whole,85,4500,52,L,13,1,179,"23 13m 16.572s N, 113 17m 7.32214s E"
BY,Whole,76,4500,59,M,18,1,179,"23 13m 16.572s N, 113 17m 7.32214s E"
BY,Whole,111,5500,49,H,18,1,179,"23 13m 16.572s N, 113 17m 7.32214s E"
TH,Whole,36,2200,61,M,26,1,1504,"23 9m 51.298s N, 113 20m 2.87553s E"
TH,Whole,92,4800,52,H,26,1,1504,"23 9m 51.298s N, 113 20m 2.87553s E"
TH,Whole,40,2400,60,M,26,1,1504,"23 9m 51.298s N, 113 20m 2.87553s E"
TH,Whole,50,2800,56,L,10,0,1504,"23 9m 51.298s N, 113 20m 2.87553s E"
BY,Whole,90,3200,35,H,9,0,1505,"23 12m 1.34562s N, 113 19m 21.7563s E"
BY,Whole,78,3200,41,M,9,0,1505,"23 12m 1.34562s N, 113 19m 21.7563s E"
BY,Whole,80,3000,37,L,9,0,1505,"23 12m 1.34562s N, 113 19m 21.7563s E"
TH,Whole,26,2900,111,M,5,1,77,"23 7m 57.9312s N, 113 23m 33.4716s E"
TH,Whole,45,4500,100,H,4,0,77,"23 7m 57.9312s N, 113 23m 33.4716s E"
TH,Whole,30,2520,84,M,4,0,77,"23 7m 57.9312s N, 113 23m 33.4716s E"
TH,Whole,45,4500,100,M,4,0,77,"23 7m 57.9312s N, 113 23m 33.4716s E"
TH,Whole,55,5000,90,M,4,0,77,"23 7m 57.9312s N, 113 23m 33.4716s E"
BY,Whole,41,3400,82,H,25,1,354,"23 12m 1.16989s N, 113 19m 13.8274s E"
BY,Whole,41,2800,68,L,25,1,354,"23 12m 1.16989s N, 113 19m 13.8274s E"
BY,Whole,41,3300,80,L,25,1,354,"23 12m 1.16989s N, 113 19m 13.8274s E"
BY,Whole,41,3209,78,L,25,1,354,"23 12m 1.16989s N, 113 19m 13.8274s E"
BY,Whole,55,5200,94,L,22,1,354,"23 12m 1.16989s N, 113 19m 13.8274s E"
BY,Whole,41,3000,73,M,22,1,354,"23 12m 1.16989s N, 113 19m 13.8274s E"
BY,Whole,40,3000,75,L,25,1,354,"23 12m 1.16989s N, 113 19m 13.8274s E"
BY,Whole,41,3000,73,16,25,1,354,"23 12m 1.16989s N, 113 19m 13.8274s E"
BY,Whole,58,4500,77,4,16,1,354,"23 12m 1.16989s N, 113 19m 13.8274s E"
BY,Whole,58,3900,67,14,22,1,354,"23 12m 1.16989s N, 113 19m 13.8274s E"
