District,RentType,Area,Price,UnitPrice,HouseFloor,BuldFloor,ElevatorFlag,CommunityID,Geometry
TH,Whole,80,5440,68,H,42,1,323,"23 7m 46.2905s N, 113 18m 32.4086s E"
TH,Whole,32,4000,125,M,42,1,323,"23 7m 46.2905s N, 113 18m 32.4086s E"
TH,Whole,118,10000,84,L,42,1,323,"23 7m 46.2905s N, 113 18m 32.4086s E"
BY,Whole,40,1800,45,H,18,1,1655,"23 9m 11.6313s N, 113 13m 2.74882s E"
BY,Whole,90,3500,38,H,18,1,1655,"23 9m 11.6313s N, 113 13m 2.74882s E"
ZC,Whole,76,2100,27,M,33,1,530,"23 7m 47.3933s N, 113 37m 57.8694s E"
ZC,Whole,119,2200,18,L,32,1,530,"23 7m 47.3933s N, 113 37m 57.8694s E"
ZC,Whole,43,1300,30,M,32,1,530,"23 7m 47.3933s N, 113 37m 57.8694s E"
ZC,Whole,43,1500,34,L,32,1,530,"23 7m 47.3933s N, 113 37m 57.8694s E"
ZC,Whole,102,2300,22,M,32,1,530,"23 7m 47.3933s N, 113 37m 57.8694s E"
ZC,Whole,46,1400,30,M,32,1,530,"23 7m 47.3933s N, 113 37m 57.8694s E"
ZC,Whole,93,2300,24,L,33,1,530,"23 7m 47.3933s N, 113 37m 57.8694s E"
ZC,Whole,82,1900,23,L,33,1,530,"23 7m 47.3933s N, 113 37m 57.8694s E"
ZC,Whole,80,2000,25,H,32,1,530,"23 7m 47.3933s N, 113 37m 57.8694s E"
ZC,Whole,75,1900,25,H,32,1,530,"23 7m 47.3933s N, 113 37m 57.8694s E"
ZC,Whole,75,1700,22,L,32,1,530,"23 7m 47.3933s N, 113 37m 57.8694s E"
HZ,Whole,59,3500,59,L,9,0,925,"23 4m 22.4697s N, 113 17m 40.4636s E"
HZ,Whole,78,4600,58,M,18,1,925,"23 4m 22.4697s N, 113 17m 40.4636s E"
HZ,Whole,63,3600,57,M,9,0,569,"23 5m 45.7004s N, 113 17m 44.415s E"
TH,Whole,35,13000,371,L,9,0,147,"23 7m 57.8103s N, 113 19m 3.59397s E"
TH,Shared,15,1800,120,3,8,1,147,"23 7m 57.8103s N, 113 19m 3.59397s E"
TH,Whole,107,6200,57,M,8,0,147,"23 7m 57.8103s N, 113 19m 3.59397s E"
TH,Shared,14,1500,107,3,8,0,147,"23 7m 57.8103s N, 113 19m 3.59397s E"
TH,Whole,77,5000,64,H,8,0,147,"23 7m 57.8103s N, 113 19m 3.59397s E"
TH,Shared,9,1860,206,6,8,1,147,"23 7m 57.8103s N, 113 19m 3.59397s E"
TH,Whole,67,4500,67,H,8,0,147,"23 7m 57.8103s N, 113 19m 3.59397s E"
TH,Whole,78,6000,76,H,8,1,147,"23 7m 57.8103s N, 113 19m 3.59397s E"
TH,Whole,70,5600,80,H,9,0,147,"23 7m 57.8103s N, 113 19m 3.59397s E"
TH,Whole,70,5500,78,H,7,0,147,"23 7m 57.8103s N, 113 19m 3.59397s E"
TH,Whole,90,6500,72,H,7,0,147,"23 7m 57.8103s N, 113 19m 3.59397s E"
TH,Whole,50,4500,90,L,9,0,147,"23 7m 57.8103s N, 113 19m 3.59397s E"
TH,Whole,37,4300,116,H,8,0,147,"23 7m 57.8103s N, 113 19m 3.59397s E"
TH,Whole,111,5900,53,H,8,0,147,"23 7m 57.8103s N, 113 19m 3.59397s E"
TH,Whole,70,4600,65,H,9,0,147,"23 7m 57.8103s N, 113 19m 3.59397s E"
LW,Whole,80,14000,175,L,4,0,1091,"23 7m 29.3598s N, 113 14m 20.0434s E"
LW,Whole,80,18000,225,L,1,0,1091,"23 7m 29.3598s N, 113 14m 20.0434s E"
LW,Whole,18,1200,66,L,1,0,1091,"23 7m 29.3598s N, 113 14m 20.0434s E"
LW,Whole,20,1300,65,L,1,0,1091,"23 7m 29.3598s N, 113 14m 20.0434s E"
BY,Whole,55,1700,30,L,7,0,1341,"23 12m 39.7237s N, 113 19m 28.6587s E"
BY,Whole,60,2500,41,M,4,0,1341,"23 12m 39.7237s N, 113 19m 28.6587s E"
BY,Whole,50,2000,40,H,6,0,1341,"23 12m 39.7237s N, 113 19m 28.6587s E"
BY,Whole,45,2000,44,H,6,0,1341,"23 12m 39.7237s N, 113 19m 28.6587s E"
YX,Whole,30,2300,76,H,7,0,1350,"23 7m 18.9527s N, 113 16m 14.937s E"
YX,Whole,65,3000,46,H,9,0,1350,"23 7m 18.9527s N, 113 16m 14.937s E"
BY,Whole,70,3100,44,M,8,0,1664,"23 11m 3.37225s N, 113 19m 19.0838s E"
YX,Whole,83,5500,66,L,19,1,363,"23 8m 5.77334s N, 113 14m 44.7996s E"
YX,Whole,63,5000,79,M,19,1,363,"23 8m 5.77334s N, 113 14m 44.7996s E"
YX,Whole,83,6400,77,M,19,1,363,"23 8m 5.77334s N, 113 14m 44.7996s E"
YX,Whole,64,5200,81,L,19,1,363,"23 8m 5.77334s N, 113 14m 44.7996s E"
YX,Whole,89,5400,60,H,19,1,363,"23 8m 5.77334s N, 113 14m 44.7996s E"
TH,Whole,42,3200,76,L,25,1,1666,"23 6m 51.5143s N, 113 24m 45.0355s E"
HZ,Whole,20,2000,100,H,9,0,634,"23 5m 39.8601s N, 113 16m 15.1019s E"
HZ,Whole,45,2500,55,L,8,0,634,"23 5m 39.8601s N, 113 16m 15.1019s E"
HZ,Whole,50,3300,66,M,9,0,634,"23 5m 39.8601s N, 113 16m 15.1019s E"
HZ,Whole,37,2300,62,H,6,0,634,"23 5m 39.8601s N, 113 16m 15.1019s E"
HZ,Whole,53,2600,49,M,8,0,634,"23 5m 39.8601s N, 113 16m 15.1019s E"
HZ,Whole,45,2000,44,L,6,0,634,"23 5m 39.8601s N, 113 16m 15.1019s E"
HZ,Whole,42,2300,54,H,7,0,634,"23 5m 39.8601s N, 113 16m 15.1019s E"
ZC,Whole,94,2000,21,M,26,1,521,"23 16m 37.5287s N, 113 39m 48.5389s E"
ZC,Whole,94,2600,27,H,23,1,521,"23 16m 37.5287s N, 113 39m 48.5389s E"
ZC,Whole,110,3500,31,H,13,1,521,"23 16m 37.5287s N, 113 39m 48.5389s E"
ZC,Whole,92,1400,15,L,27,1,521,"23 16m 37.5287s N, 113 39m 48.5389s E"
ZC,Whole,96,1600,16,L,13,1,521,"23 16m 37.5287s N, 113 39m 48.5389s E"
ZC,Whole,108,2500,23,L,13,1,521,"23 16m 37.5287s N, 113 39m 48.5389s E"
ZC,Whole,93,1800,19,M,26,1,521,"23 16m 37.5287s N, 113 39m 48.5389s E"
ZC,Whole,92,2200,23,H,27,1,521,"23 16m 37.5287s N, 113 39m 48.5389s E"
ZC,Whole,92,2000,21,H,27,1,521,"23 16m 37.5287s N, 113 39m 48.5389s E"
BY,Whole,75,3200,42,M,9,0,1669,"23 9m 46.9705s N, 113 15m 57.7691s E"
HD,Whole,131,3000,22,L,11,1,1670,"23 23m 50.1s N, 113 13m 38.1326s E"
HD,Whole,123,3500,28,L,17,1,1670,"23 23m 50.1s N, 113 13m 38.1326s E"
HZ,Whole,99,6500,65,H,44,1,989,"23 6m 42.0527s N, 113 16m 0.630592s E"
HZ,Whole,113,6000,53,H,34,1,989,"23 6m 42.0527s N, 113 16m 0.630592s E"
HZ,Whole,90,4600,51,L,34,1,989,"23 6m 42.0527s N, 113 16m 0.630592s E"
YX,Whole,110,5500,50,M,25,0,1672,"23 7m 22.5886s N, 113 18m 1.72693s E"
PY,Whole,62,1800,29,H,5,0,621,"22 56m 37.6146s N, 113 21m 45.637s E"
PY,Whole,64,2100,32,H,5,0,621,"22 56m 37.6146s N, 113 21m 45.637s E"
HZ,Whole,97,4800,49,L,28,1,1296,"23 5m 18.5369s N, 113 15m 57.2799s E"
LW,Whole,70,3800,54,M,7,1,63,"23 7m 5.11628s N, 113 14m 11.7763s E"
LW,Whole,42,3600,85,M,8,0,63,"23 7m 5.11628s N, 113 14m 11.7763s E"
LW,Whole,30,2500,83,H,4,0,63,"23 7m 5.11628s N, 113 14m 11.7763s E"
LW,Whole,50,3600,72,M,4,0,63,"23 7m 5.11628s N, 113 14m 11.7763s E"
LW,Whole,35,1500,42,L,3,0,63,"23 7m 5.11628s N, 113 14m 11.7763s E"
LW,Whole,60,2500,41,L,2,0,63,"23 7m 5.11628s N, 113 14m 11.7763s E"
LW,Whole,38,3600,94,M,9,1,63,"23 7m 5.11628s N, 113 14m 11.7763s E"
HP,Whole,71,2100,29,H,18,1,1676,"23 5m 56.1981s N, 113 32m 10.3129s E"
HP,Whole,93,3000,32,H,18,1,1676,"23 5m 56.1981s N, 113 32m 10.3129s E"
PY,Whole,40,1050,26,L,6,0,1060,"22 56m 45.7051s N, 113 21m 28.15s E"
PY,Whole,61,1500,24,L,7,0,1060,"22 56m 45.7051s N, 113 21m 28.15s E"
PY,Whole,75,3400,45,M,33,1,85,"22 58m 18.224s N, 113 19m 38.5571s E"
PY,Whole,62,3600,58,M,33,1,85,"22 58m 18.224s N, 113 19m 38.5571s E"
PY,Whole,43,2500,58,L,33,1,85,"22 58m 18.224s N, 113 19m 38.5571s E"
PY,Whole,55,3000,54,M,33,1,85,"22 58m 18.224s N, 113 19m 38.5571s E"
PY,Whole,33,2500,75,M,33,1,85,"22 58m 18.224s N, 113 19m 38.5571s E"
PY,Whole,80,3500,43,M,33,0,85,"22 58m 18.224s N, 113 19m 38.5571s E"
PY,Whole,28,2500,89,H,33,1,85,"22 58m 18.224s N, 113 19m 38.5571s E"
PY,Whole,93,4000,43,L,33,1,85,"22 58m 18.224s N, 113 19m 38.5571s E"
PY,Whole,55,3000,54,M,33,1,85,"22 58m 18.224s N, 113 19m 38.5571s E"
PY,Whole,29,2500,86,M,33,0,85,"22 58m 18.224s N, 113 19m 38.5571s E"
PY,Whole,56,3500,62,H,33,1,85,"22 58m 18.224s N, 113 19m 38.5571s E"
PY,Whole,62,3300,53,H,33,0,85,"22 58m 18.224s N, 113 19m 38.5571s E"
PY,Shared,8,1290,161,4,33,1,85,"22 58m 18.224s N, 113 19m 38.5571s E"
PY,Whole,42,3000,71,M,33,1,85,"22 58m 18.224s N, 113 19m 38.5571s E"
PY,Whole,54,2700,50,M,33,1,85,"22 58m 18.224s N, 113 19m 38.5571s E"
PY,Whole,52,3000,57,M,33,1,85,"22 58m 18.224s N, 113 19m 38.5571s E"
PY,Whole,71,3500,49,L,33,1,85,"22 58m 18.224s N, 113 19m 38.5571s E"
PY,Whole,128,5000,39,L,18,1,409,"23 2m 5.8162s N, 113 18m 0.224528s E"
BY,Whole,80,4000,50,H,20,0,1680,"23 13m 15.1919s N, 113 16m 20.7576s E"
TH,Whole,64,7000,109,M,30,1,308,"23 9m 4.25224s N, 113 19m 4.74274s E"
TH,Whole,58,5000,86,M,30,1,308,"23 9m 4.25224s N, 113 19m 4.74274s E"
TH,Whole,85,8000,94,H,30,1,308,"23 9m 4.25224s N, 113 19m 4.74274s E"
TH,Whole,60,6000,100,L,30,1,308,"23 9m 4.25224s N, 113 19m 4.74274s E"
TH,Whole,67,6800,101,L,30,1,308,"23 9m 4.25224s N, 113 19m 4.74274s E"
TH,Whole,63,5200,82,L,30,1,308,"23 9m 4.25224s N, 113 19m 4.74274s E"
TH,Whole,60,5000,83,L,30,1,308,"23 9m 4.25224s N, 113 19m 4.74274s E"
TH,Whole,80,10000,125,H,30,1,308,"23 9m 4.25224s N, 113 19m 4.74274s E"
TH,Whole,65,5063,77,11,30,1,308,"23 9m 4.25224s N, 113 19m 4.74274s E"
TH,Whole,83,7500,90,H,30,1,308,"23 9m 4.25224s N, 113 19m 4.74274s E"
TH,Whole,59,7000,118,L,30,1,308,"23 9m 4.25224s N, 113 19m 4.74274s E"
TH,Whole,60,4900,81,11,21,1,308,"23 9m 4.25224s N, 113 19m 4.74274s E"
PY,Whole,45,3500,77,L,22,1,271,"23 0m 50.549s N, 113 20m 48.5172s E"
PY,Whole,49,4000,81,M,22,1,271,"23 0m 50.549s N, 113 20m 48.5172s E"
PY,Whole,63,3300,52,M,14,1,271,"23 0m 50.549s N, 113 20m 48.5172s E"
PY,Whole,40,2600,65,M,14,1,271,"23 0m 50.549s N, 113 20m 48.5172s E"
PY,Whole,39,2800,71,H,14,1,271,"23 0m 50.549s N, 113 20m 48.5172s E"
PY,Whole,53,3600,67,M,22,1,271,"23 0m 50.549s N, 113 20m 48.5172s E"
PY,Whole,54,3400,62,M,10,1,271,"23 0m 50.549s N, 113 20m 48.5172s E"
PY,Whole,40,3100,77,M,14,1,271,"23 0m 50.549s N, 113 20m 48.5172s E"
PY,Whole,40,2500,62,H,14,1,271,"23 0m 50.549s N, 113 20m 48.5172s E"
PY,Whole,35,3200,91,H,22,1,271,"23 0m 50.549s N, 113 20m 48.5172s E"
PY,Whole,65,5200,80,L,22,1,271,"23 0m 50.549s N, 113 20m 48.5172s E"
PY,Whole,69,5500,79,M,22,1,271,"23 0m 50.549s N, 113 20m 48.5172s E"
PY,Whole,69,5500,79,L,22,1,271,"23 0m 50.549s N, 113 20m 48.5172s E"
PY,Whole,48,3500,72,M,22,1,271,"23 0m 50.549s N, 113 20m 48.5172s E"
HZ,Whole,43,4500,104,H,18,1,1433,"23 6m 5.8549s N, 113 19m 25.3371s E"
HZ,Whole,132,8500,64,L,32,1,1433,"23 6m 5.8549s N, 113 19m 25.3371s E"
HZ,Whole,58,4440,76,4,18,1,1433,"23 6m 5.8549s N, 113 19m 25.3371s E"
HZ,Whole,56,4500,80,4,18,1,1433,"23 6m 5.8549s N, 113 19m 25.3371s E"
HZ,Whole,87,6000,68,H,18,1,1433,"23 6m 5.8549s N, 113 19m 25.3371s E"
HZ,Whole,60,4200,70,4,20,1,1433,"23 6m 5.8549s N, 113 19m 25.3371s E"
HZ,Whole,42,4200,100,M,18,1,1433,"23 6m 5.8549s N, 113 19m 25.3371s E"
YX,Whole,75,4800,64,L,7,0,1684,"23 8m 8.27388s N, 113 17m 51.6327s E"
YX,Whole,90,6500,72,L,8,0,1684,"23 8m 8.27388s N, 113 17m 51.6327s E"
YX,Whole,80,5000,62,M,8,0,1684,"23 8m 8.27388s N, 113 17m 51.6327s E"
HD,Whole,89,2200,24,L,13,0,890,"23 24m 24.248s N, 113 13m 8.3813s E"
HD,Whole,86,1800,20,M,15,1,890,"23 24m 24.248s N, 113 13m 8.3813s E"
BY,Whole,92,7500,81,H,30,1,1414,"23 11m 8.99956s N, 113 19m 10.0802s E"
BY,Whole,78,5500,70,M,30,1,1414,"23 11m 8.99956s N, 113 19m 10.0802s E"
BY,Whole,77,5800,75,M,30,1,1414,"23 11m 8.99956s N, 113 19m 10.0802s E"
BY,Whole,94,6600,70,M,30,1,1414,"23 11m 8.99956s N, 113 19m 10.0802s E"
BY,Whole,90,7000,77,M,30,1,1414,"23 11m 8.99956s N, 113 19m 10.0802s E"
BY,Whole,78,6200,79,M,30,1,1414,"23 11m 8.99956s N, 113 19m 10.0802s E"
BY,Whole,95,6500,68,M,30,1,1414,"23 11m 8.99956s N, 113 19m 10.0802s E"
TH,Whole,25,2300,92,H,15,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,25,2800,112,H,14,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,18,1500,83,M,18,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,19,1900,100,H,15,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,25,2900,116,M,17,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,18,2000,111,H,15,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,18,1800,100,H,15,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,18,1800,100,H,15,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,18,1500,83,M,18,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,19,1800,94,M,15,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,25,2600,104,M,12,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,19,1900,100,L,15,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,18,1500,83,M,18,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,18,1800,100,H,15,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,18,1800,100,L,15,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,13,1100,84,L,18,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,25,2100,84,M,14,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,18,1500,83,H,18,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,18,1500,83,M,18,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,18,1500,83,L,18,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,25,2300,92,H,15,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,18,1900,105,7,15,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,18,1900,105,H,15,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,25,2300,92,L,15,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,25,2700,108,M,12,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,19,1600,84,H,18,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,25,2000,80,M,17,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,25,2000,80,M,17,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,25,2000,80,M,17,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,18,1850,102,M,15,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,25,2700,108,M,12,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,18,1500,83,M,17,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,20,1800,90,M,15,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,18,1900,105,H,15,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,25,2300,92,L,15,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,35,3600,102,H,12,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,18,1400,77,M,18,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,25,2300,92,M,14,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,18,1500,83,M,18,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,18,1400,77,L,18,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,18,1600,88,H,18,1,35,"23 10m 6.32194s N, 113 24m 10.917s E"
TH,Whole,67,5500,82,H,31,1,1689,"23 8m 45.6727s N, 113 20m 11.1217s E"
TH,Whole,66,5000,75,L,31,1,1689,"23 8m 45.6727s N, 113 20m 11.1217s E"
TH,Whole,68,4700,69,H,31,1,1689,"23 8m 45.6727s N, 113 20m 11.1217s E"
TH,Whole,84,6200,73,H,31,1,1689,"23 8m 45.6727s N, 113 20m 11.1217s E"
TH,Whole,76,15000,197,M,5,0,1689,"23 8m 45.6727s N, 113 20m 11.1217s E"
BY,Whole,59,4400,74,L,13,1,738,"23 11m 6.41863s N, 113 19m 10.4468s E"
BY,Whole,87,5000,57,L,9,1,738,"23 11m 6.41863s N, 113 19m 10.4468s E"
BY,Whole,172,14000,81,M,28,1,1161,"23 14m 4.96984s N, 113 17m 20.1846s E"
ZC,Whole,89,1799,20,M,11,1,793,"23 11m 34.1411s N, 113 35m 18.7674s E"
ZC,Whole,135,3000,22,L,31,1,793,"23 11m 34.1411s N, 113 35m 18.7674s E"
ZC,Whole,89,1799,20,L,11,1,793,"23 11m 34.1411s N, 113 35m 18.7674s E"
ZC,Whole,110,2299,20,M,25,1,793,"23 11m 34.1411s N, 113 35m 18.7674s E"
ZC,Whole,107,2000,18,M,6,0,387,"23 6m 32.7925s N, 113 34m 3.02906s E"
ZC,Whole,111,2000,18,H,6,0,387,"23 6m 32.7925s N, 113 34m 3.02906s E"
LW,Whole,88,3900,44,H,15,1,1694,"23 6m 46.2906s N, 113 12m 51.993s E"
HP,Whole,65,3000,46,L,34,1,67,"23 9m 57.8397s N, 113 31m 27.4547s E"
HP,Whole,65,3200,49,M,34,1,67,"23 9m 57.8397s N, 113 31m 27.4547s E"
HP,Whole,96,3200,33,M,32,1,67,"23 9m 57.8397s N, 113 31m 27.4547s E"
HP,Whole,77,3600,46,L,34,1,67,"23 9m 57.8397s N, 113 31m 27.4547s E"
HP,Whole,46,1500,32,H,9,0,1696,"23 0m 19.8614s N, 113 22m 22.2674s E"
HZ,Whole,66,3000,45,L,9,0,328,"23 5m 52.9538s N, 113 16m 16.6943s E"
HZ,Whole,62,5000,80,L,9,0,328,"23 5m 52.9538s N, 113 16m 16.6943s E"
HZ,Whole,62,4000,64,L,9,0,328,"23 5m 52.9538s N, 113 16m 16.6943s E"
HZ,Whole,70,3900,55,3,20,1,328,"23 5m 52.9538s N, 113 16m 16.6943s E"
HZ,Whole,75,5000,66,M,20,1,328,"23 5m 52.9538s N, 113 16m 16.6943s E"
TH,Whole,35,2000,57,L,5,0,490,"23 7m 45.2237s N, 113 23m 36.0672s E"
TH,Whole,77,3300,42,M,8,0,490,"23 7m 45.2237s N, 113 23m 36.0672s E"
TH,Whole,45,3800,84,L,6,0,490,"23 7m 45.2237s N, 113 23m 36.0672s E"
HZ,Whole,72,3500,48,H,28,1,226,"23 5m 17.7155s N, 113 19m 20.8424s E"
HZ,Whole,68,3500,51,H,9,0,226,"23 5m 17.7155s N, 113 19m 20.8424s E"
HZ,Whole,68,2800,41,H,9,0,226,"23 5m 17.7155s N, 113 19m 20.8424s E"
HZ,Whole,64,3300,51,L,9,0,226,"23 5m 17.7155s N, 113 19m 20.8424s E"
HZ,Whole,60,2800,46,M,9,0,226,"23 5m 17.7155s N, 113 19m 20.8424s E"
HZ,Whole,52,3000,57,H,10,0,226,"23 5m 17.7155s N, 113 19m 20.8424s E"
TH,Whole,80,3000,37,L,9,0,284,"23 7m 35.7142s N, 113 23m 59.9861s E"
TH,Whole,59,2500,42,H,9,0,284,"23 7m 35.7142s N, 113 23m 59.9861s E"
HZ,Whole,131,7500,57,M,9,1,1305,"23 5m 22.7435s N, 113 16m 13.2687s E"
HZ,Whole,80,4850,60,L,9,1,1305,"23 5m 22.7435s N, 113 16m 13.2687s E"
HZ,Whole,70,5000,71,M,11,1,1305,"23 5m 22.7435s N, 113 16m 13.2687s E"
HZ,Whole,82,5000,60,H,12,1,1305,"23 5m 22.7435s N, 113 16m 13.2687s E"
LW,Whole,30,1800,60,L,9,1,78,"23 7m 35.7646s N, 113 14m 28.3038s E"
LW,Whole,31,1800,58,H,9,0,78,"23 7m 35.7646s N, 113 14m 28.3038s E"
LW,Whole,25,1300,52,L,9,1,78,"23 7m 35.7646s N, 113 14m 28.3038s E"
LW,Whole,50,2800,56,M,9,1,78,"23 7m 35.7646s N, 113 14m 28.3038s E"
LW,Whole,30,2500,83,H,9,1,78,"23 7m 35.7646s N, 113 14m 28.3038s E"
LW,Whole,54,3500,64,L,9,1,78,"23 7m 35.7646s N, 113 14m 28.3038s E"
LW,Whole,60,6000,100,L,28,1,78,"23 7m 35.7646s N, 113 14m 28.3038s E"
LW,Whole,118,5500,46,H,33,1,78,"23 7m 35.7646s N, 113 14m 28.3038s E"
YX,Whole,75,6000,80,H,8,0,1703,"23 7m 8.61931s N, 113 17m 25.7626s E"
HZ,Whole,75,4800,64,H,21,1,1704,"23 6m 6.31663s N, 113 20m 0.634592s E"
HZ,Whole,80,4800,60,L,33,1,1705,"23 5m 58.4006s N, 113 15m 25.8847s E"
NS,Whole,54,2200,40,M,26,1,350,"22 47m 36.5168s N, 113 24m 33.6277s E"
NS,Whole,56,1800,32,M,28,1,350,"22 47m 36.5168s N, 113 24m 33.6277s E"
NS,Whole,66,3000,45,H,26,1,350,"22 47m 36.5168s N, 113 24m 33.6277s E"
NS,Whole,57,1800,31,H,27,1,350,"22 47m 36.5168s N, 113 24m 33.6277s E"
NS,Whole,52,1600,30,L,27,1,350,"22 47m 36.5168s N, 113 24m 33.6277s E"
NS,Whole,83,2700,32,H,28,1,350,"22 47m 36.5168s N, 113 24m 33.6277s E"
NS,Whole,64,1800,28,M,29,1,350,"22 47m 36.5168s N, 113 24m 33.6277s E"
NS,Whole,64,1800,28,M,29,1,350,"22 47m 36.5168s N, 113 24m 33.6277s E"
NS,Whole,54,1900,35,M,26,1,350,"22 47m 36.5168s N, 113 24m 33.6277s E"
NS,Whole,83,2800,33,M,28,1,350,"22 47m 36.5168s N, 113 24m 33.6277s E"
NS,Whole,39,1600,41,H,26,1,350,"22 47m 36.5168s N, 113 24m 33.6277s E"
NS,Whole,84,3000,35,H,28,1,350,"22 47m 36.5168s N, 113 24m 33.6277s E"
NS,Whole,61,2500,40,M,27,1,350,"22 47m 36.5168s N, 113 24m 33.6277s E"
NS,Whole,54,1800,33,H,26,1,350,"22 47m 36.5168s N, 113 24m 33.6277s E"
NS,Whole,53,1800,33,H,27,1,350,"22 47m 36.5168s N, 113 24m 33.6277s E"
NS,Whole,56,1800,32,H,26,1,350,"22 47m 36.5168s N, 113 24m 33.6277s E"
NS,Whole,52,1590,30,M,28,1,350,"22 47m 36.5168s N, 113 24m 33.6277s E"
YX,Whole,60,2800,46,L,3,0,1707,"23 7m 7.86434s N, 113 15m 55.6645s E"
HZ,Whole,55,4800,87,H,27,1,456,"23 4m 26.0425s N, 113 16m 51.2224s E"
HZ,Whole,38,3150,82,H,27,1,456,"23 4m 26.0425s N, 113 16m 51.2224s E"
HZ,Whole,61,3800,62,7,20,1,456,"23 4m 26.0425s N, 113 16m 51.2224s E"
HZ,Whole,61,3600,59,7,22,1,456,"23 4m 26.0425s N, 113 16m 51.2224s E"
HZ,Whole,55,4500,81,H,27,1,456,"23 4m 26.0425s N, 113 16m 51.2224s E"
HZ,Whole,42,2800,66,M,27,1,456,"23 4m 26.0425s N, 113 16m 51.2224s E"
ZC,Whole,99,2200,22,H,33,1,1709,"23 11m 39.7995s N, 113 36m 44.4065s E"
ZC,Whole,93,2000,21,H,33,1,1709,"23 11m 39.7995s N, 113 36m 44.4065s E"
PY,Whole,52,2300,44,H,33,1,1258,"22 57m 25.652s N, 113 19m 37.7919s E"
PY,Whole,124,4300,34,H,33,1,1258,"22 57m 25.652s N, 113 19m 37.7919s E"
PY,Whole,100,3600,36,H,33,1,1258,"22 57m 25.652s N, 113 19m 37.7919s E"
PY,Whole,131,4500,34,H,33,1,1258,"22 57m 25.652s N, 113 19m 37.7919s E"
PY,Whole,80,3000,37,L,33,1,1258,"22 57m 25.652s N, 113 19m 37.7919s E"
PY,Whole,52,2500,48,L,33,1,1258,"22 57m 25.652s N, 113 19m 37.7919s E"
BY,Whole,91,3500,38,M,16,1,683,"23 14m 52.5313s N, 113 15m 23.8228s E"
BY,Whole,90,4000,44,H,17,1,683,"23 14m 52.5313s N, 113 15m 23.8228s E"
YX,Whole,134,18000,134,H,30,1,1712,"23 8m 16.8975s N, 113 18m 25.5473s E"
YX,Whole,200,25000,125,L,30,1,1712,"23 8m 16.8975s N, 113 18m 25.5473s E"
LW,Whole,70,4300,61,M,17,1,1713,"23 8m 4.35724s N, 113 14m 35.5358s E"
ZC,Whole,92,1800,19,M,33,1,974,"23 13m 13.2278s N, 113 35m 47.5434s E"
ZC,Whole,237,4800,20,L,33,1,974,"23 13m 13.2278s N, 113 35m 47.5434s E"
